TERM_CODE,TERM_DESCRIPTION,CRN,SUBJECT,COURSE_NUMBER,SECTION,SCHEDULE_DESC,TITLE,MAXIMUM_ENROLLMENT,ACTUAL_ENROLLMENT
201420,Spring Semester 2014,4537,CS,245,002,Internet Course,Adv Computer Programming,25,0
201420,Spring Semester 2014,4482,CS,435,001,Lecture,Select Top in Comp Science,25,13
201420,Spring Semester 2014,3358,CS,443,001,Lecture,Operating Systems,20,10
201420,Spring Semester 2014,3360,CS,451,001,Lecture,Software Engineering,20,7
201420,Spring Semester 2014,3348,CS,474,001,Lecture,Machine Learning Algorithms,20,3
201420,Spring Semester 2014,4539,CS,474,002,Internet Course,Machine Learning Algorithms,25,2
201420,Spring Semester 2014,4794,CS,481,001,Lecture,Senior Project Design,5,1
201420,Spring Semester 2014,4786,CS,482,001,Lecture,Senior Project Implementation,15,3
201420,Spring Semester 2014,3350,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,2
201420,Spring Semester 2014,3363,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201420,Spring Semester 2014,4637,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201420,Spring Semester 2014,4721,CS,493,001,Ind Study/Research/Thesis/Proj,Directed Study,5,2
201420,Spring Semester 2014,3356,CS,515,001,Lecture,Java Programming,20,0
201420,Spring Semester 2014,3357,CS,515,002,Lab,Java Programming,20,0
201420,Spring Semester 2014,3346,CS,516,001,Lecture,Adv Comp Prg Data Structure,20,10
201420,Spring Semester 2014,4538,CS,516,002,Internet Course,Adv Comp Prg Data Structure,20,0
201420,Spring Semester 2014,4483,CS,535,001,Lecture,ST:  Computer Science,25,3
201420,Spring Semester 2014,3359,CS,543,001,Lecture,Operating Systems,20,4
201420,Spring Semester 2014,3361,CS,551,001,Lecture,Software Engineering,20,13
201420,Spring Semester 2014,3349,CS,574,001,Lecture,Machine Learning Algorithms,20,15
201420,Spring Semester 2014,4540,CS,574,002,Internet Course,Machine Learning Algorithms,20,0
201420,Spring Semester 2014,3351,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201420,Spring Semester 2014,3364,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,5,1
201420,Spring Semester 2014,4638,CS,590,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201420,Spring Semester 2014,3362,CS,600,001,Lecture,Prin Media Arts & Comp Sci,20,12
201420,Spring Semester 2014,3347,CS,620,001,Lecture,Multimedia Project Development,20,13
201420,Spring Semester 2014,4541,CS,620,002,Internet Course,Multimedia Project Development,25,1
201420,Spring Semester 2014,3352,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,0
201420,Spring Semester 2014,3365,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,5,0
201420,Spring Semester 2014,4639,CS,697,003,Ind Study/Research/Thesis/Proj,Field Project,5,0
201420,Spring Semester 2014,3353,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,7
201420,Spring Semester 2014,3366,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,1
201420,Spring Semester 2014,4640,CS,699,003,Ind Study/Research/Thesis/Proj,Thesis,5,4
201430,Summer Semester 2014,1484,CS,481,001,Lecture,Senior Project Design,5,0
201430,Summer Semester 2014,1438,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,1
201430,Summer Semester 2014,1439,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201430,Summer Semester 2014,1526,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201430,Summer Semester 2014,1396,CS,564,001,Lecture,Network Programming,0,0
201430,Summer Semester 2014,1440,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201430,Summer Semester 2014,1441,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201430,Summer Semester 2014,1527,CS,590,003,Ind Study/Research/Thesis/Proj,Independent Study,5,2
201430,Summer Semester 2014,1058,CS,610,001,Internet Course,Synthesis of Media Arts & CS,20,11
201430,Summer Semester 2014,1442,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,1
201430,Summer Semester 2014,1443,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,0,0
201430,Summer Semester 2014,1519,CS,697,003,Ind Study/Research/Thesis/Proj,Field Project,5,4
201430,Summer Semester 2014,1444,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,1
201430,Summer Semester 2014,1445,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,0,0
201430,Summer Semester 2014,1520,CS,699,003,Ind Study/Research/Thesis/Proj,Thesis,5,1
201510,Fall Semester 2014,2542,CS,101,001,Lecture,Living with Computers,40,36
201510,Fall Semester 2014,2543,CS,101,002,Lab,Living with Computers,20,18
201510,Fall Semester 2014,2544,CS,101,003,Lab,Living with Computers,20,20
201510,Fall Semester 2014,2545,CS,101,004,Lab,Living with Computers,20,18
201510,Fall Semester 2014,3784,CS,101,005,Lecture,Living with Computers,20,20
201510,Fall Semester 2014,2546,CS,144,001,Lecture,Intro to Computer Science,20,13
201510,Fall Semester 2014,2547,CS,144,002,Lab,Intro to Computer Science,20,13
201510,Fall Semester 2014,2550,CS,145,001,Lecture,Intro to Object-Oriented Prog,20,11
201510,Fall Semester 2014,2551,CS,145,002,Lab,Intro to Object-Oriented Prog,20,11
201510,Fall Semester 2014,2567,CS,245,001,Lecture,Adv Computer Programming,20,9
201510,Fall Semester 2014,2573,CS,328,001,Internet Course,C and Unix,20,14
201510,Fall Semester 2014,2554,CS,345,001,Lecture,Data & File Structures,20,7
201510,Fall Semester 2014,2555,CS,345,002,Lab,Data & File Structures,20,7
201510,Fall Semester 2014,2556,CS,350,001,Lecture,Programming Seminar 1,20,7
201510,Fall Semester 2014,2557,CS,350,002,Lab,Programming Seminar 1,20,7
201510,Fall Semester 2014,2548,CS,431,001,Lecture,Database Management,20,8
201510,Fall Semester 2014,3709,CS,435,001,Lecture,Select Top in Comp Science,20,12
201510,Fall Semester 2014,2575,CS,457,001,Lecture,Computer Networks,20,10
201510,Fall Semester 2014,3631,CS,481,001,Lecture,Senior Project Design,10,4
201510,Fall Semester 2014,3632,CS,482,001,Lecture,Senior Project Implementation,10,0
201510,Fall Semester 2014,2558,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201510,Fall Semester 2014,2563,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,1
201510,Fall Semester 2014,2569,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201510,Fall Semester 2014,3967,CS,493,001,Ind Study/Research/Thesis/Proj,Directed Study,1,0
201510,Fall Semester 2014,2552,CS,515,001,Lecture,Java Programming,20,3
201510,Fall Semester 2014,2553,CS,515,002,Lab,Java Programming,20,3
201510,Fall Semester 2014,2568,CS,516,001,Lecture,Adv Comp Prg Data Structure,20,1
201510,Fall Semester 2014,2574,CS,528,001,Internet Course,C and Unix,15,0
201510,Fall Semester 2014,2549,CS,531,001,Lecture,Database Management,20,5
201510,Fall Semester 2014,3710,CS,535,001,Lecture,ST:  Computer Science,20,6
201510,Fall Semester 2014,2576,CS,557,001,Lecture,Computer Networks,15,3
201510,Fall Semester 2014,2559,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201510,Fall Semester 2014,2564,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201510,Fall Semester 2014,2570,CS,590,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201510,Fall Semester 2014,3832,CS,590,004,Ind Study/Research/Thesis/Proj,Independent Study,10,8
201510,Fall Semester 2014,3839,CS,693,001,Ind Study/Research/Thesis/Proj,Directed Study,10,2
201510,Fall Semester 2014,3847,CS,693,002,Ind Study/Research/Thesis/Proj,Directed Study,3,3
201510,Fall Semester 2014,2560,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,2
201510,Fall Semester 2014,2565,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,5,7
201510,Fall Semester 2014,2571,CS,697,003,Ind Study/Research/Thesis/Proj,Field Project,5,0
201510,Fall Semester 2014,2561,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,0
201510,Fall Semester 2014,2566,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,4
201510,Fall Semester 2014,2572,CS,699,003,Ind Study/Research/Thesis/Proj,Thesis,5,0
201520,Spring Semester 2015,3716,CS,101,001,Lecture,Living with Computers,60,59
201520,Spring Semester 2015,3717,CS,101,002,Lab,Living with Computers,15,15
201520,Spring Semester 2015,3718,CS,101,003,Lab,Living with Computers,15,14
201520,Spring Semester 2015,3719,CS,101,004,Lab,Living with Computers,15,15
201520,Spring Semester 2015,3720,CS,101,005,Lab,Living with Computers,15,15
201520,Spring Semester 2015,3723,CS,144,001,Lecture,Intro to Computer Science,20,6
201520,Spring Semester 2015,3724,CS,144,002,Lab,Intro to Computer Science,20,6
201520,Spring Semester 2015,3725,CS,145,001,Lecture,Intro to Object-Oriented Prog,15,8
201520,Spring Semester 2015,3726,CS,145,002,Lab,Intro to Object-Oriented Prog,15,8
201520,Spring Semester 2015,3735,CS,341,001,Lecture,Mach Arch & Assem Lang Prog,15,22
201520,Spring Semester 2015,3729,CS,431,001,Lecture,Database Management,15,11
201520,Spring Semester 2015,3727,CS,443,001,Lecture,Operating Systems,15,8
201520,Spring Semester 2015,3731,CS,463,001,Lecture,Web Programming,0,0
201520,Spring Semester 2015,3733,CS,474,001,Lecture,Machine Learning Algorithms,15,20
201520,Spring Semester 2015,3721,CS,481,001,Lecture,Senior Project Design,0,0
201520,Spring Semester 2015,3722,CS,482,001,Lecture,Senior Project Implementation,0,0
201520,Spring Semester 2015,4580,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,0
201520,Spring Semester 2015,4615,CS,493,001,Ind Study/Research/Thesis/Proj,Directed Study,10,4
201520,Spring Semester 2015,4616,CS,493,002,Ind Study/Research/Thesis/Proj,Directed Study,10,4
201520,Spring Semester 2015,3730,CS,531,001,Lecture,Database Management,0,0
201520,Spring Semester 2015,3728,CS,543,001,Lecture,Operating Systems,0,0
201520,Spring Semester 2015,3732,CS,563,001,Lecture,Web Programming,0,0
201520,Spring Semester 2015,3734,CS,574,001,Lecture,Machine Learning Algorithms,15,2
201520,Spring Semester 2015,4581,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,2
201520,Spring Semester 2015,4744,CS,693,001,Ind Study/Research/Thesis/Proj,Directed Study,3,1
201520,Spring Semester 2015,4582,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,10,8
201520,Spring Semester 2015,4583,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,10,4
201610,Fall Semester 2015,3348,CS,101,001,Lecture,Living with Computers,24,22
201610,Fall Semester 2015,3349,CS,101,002,Lecture,Living with Computers,24,22
201610,Fall Semester 2015,3350,CS,101,003,Lab,Living with Computers,16,15
201610,Fall Semester 2015,3351,CS,101,004,Lab,Living with Computers,16,13
201610,Fall Semester 2015,3352,CS,101,005,Lab,Living with Computers,16,16
201610,Fall Semester 2015,3384,CS,135,001,Lecture,Select Top in Comp Science,20,19
201610,Fall Semester 2015,3353,CS,144,001,Lecture,Intro to Computer Science,20,7
201610,Fall Semester 2015,3354,CS,144,002,Lab,Intro to Computer Science,20,7
201610,Fall Semester 2015,3355,CS,145,001,Lecture,Intro to Object-Oriented Prog,20,17
201610,Fall Semester 2015,3356,CS,145,002,Lab,Intro to Object-Oriented Prog,20,17
201610,Fall Semester 2015,3634,CS,193,001,Ind Study/Research/Thesis/Proj,Directed Study,4,1
201610,Fall Semester 2015,3360,CS,245,001,Lecture,Adv Computer Programming,20,10
201610,Fall Semester 2015,3361,CS,350,001,Lecture,Programming Seminar 1,20,10
201610,Fall Semester 2015,3362,CS,350,002,Lab,Programming Seminar 1,20,10
201610,Fall Semester 2015,3359,CS,443,001,Lecture,Operating Systems,0,0
201610,Fall Semester 2015,3363,CS,451,001,Lecture,Software Engineering,20,12
201610,Fall Semester 2015,3389,CS,477,001,Lecture,Parallel & Distributed Program,20,18
201610,Fall Semester 2015,3366,CS,493,001,Ind Study/Research/Thesis/Proj,Directed Study,15,5
201610,Fall Semester 2015,3367,CS,493,002,Ind Study/Research/Thesis/Proj,Directed Study,15,1
201610,Fall Semester 2015,3661,CS,493,003,Ind Study/Research/Thesis/Proj,Directed Study,10,4
201610,Fall Semester 2015,3678,CS,493,004,Ind Study/Research/Thesis/Proj,Directed Study,3,1
201610,Fall Semester 2015,3357,CS,515,001,Lecture,Java Programming,10,0
201610,Fall Semester 2015,3358,CS,515,002,Lab,Java Programming,10,0
201610,Fall Semester 2015,3364,CS,551,001,Lecture,Software Engineering,10,3
201610,Fall Semester 2015,3390,CS,577,001,Lecture,Parallel & Distributed Program,20,3
201610,Fall Semester 2015,3365,CS,600,001,Lecture,Prin Media Arts & Comp Sci,20,2
201610,Fall Semester 2015,3368,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,0
201610,Fall Semester 2015,3369,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,5,0
201610,Fall Semester 2015,3370,CS,697,003,Ind Study/Research/Thesis/Proj,Field Project,0,0
201610,Fall Semester 2015,3371,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,2
201610,Fall Semester 2015,3372,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,0
201610,Fall Semester 2015,3373,CS,699,003,Ind Study/Research/Thesis/Proj,Thesis,0,0
